id,followers_count,following_count,statuses_count,verified,label
u1102331200604000256,41362,101,7444,0,0
u37542034,5980,1551,5024,0,0
u3307881361,39410,0,29113,0,0
u5699,136666,3072,12541,1,0
u2228878592,1837273,8744,30573,1,0
u724427032826802176,27605,0,1206,0,0
u37048677,96531,1807,5339,0,0
u1526643050,99651,31,3031,0,0
u68575152,10580,53,575,0,0
u3114257885,14344,292,9990,0,0
u1309024377720246272,3126,116,562,0,0
u65969968,6606,889,1971,0,0
u29784019,13716,760,6617,0,0
u18922735,7595,1030,11387,0,0
u28915224,2558,151,558,0,0
u972902229366771712,1080,438,3653,0,0
u78453,312686,3040,20,1,0
u216857985,26986,2773,21884,1,0
u26958888,13433,915,5376,0,0
u227755413,579080,7,35402,1,0
u240049622,277867,838,27309,0,0
u25615568,18692,1002,3609,0,0
u2983149350,29267,1156,3965,0,0
u860337764776194049,17741,1691,6594,0,0
u122506958,10681,882,1667,0,0
u861042751193964545,47734,1120,11591,0,0
u18589072,98133,327,34856,0,0
u45693072,34931,428,83,0,0
u381264102,185714,189,1307,1,0
u796056596229029888,15891,858,55649,0,0
u1226651033079664640,54327,585,41377,0,0
u20427743,5610,3974,141407,0,0
u774642558853009408,138079,1240,4291,1,0
u2166434343,96378,755,2979,0,0
u1413027896,354514,117,23443,1,0
u14128641,24695,3793,11045,0,0
u811350,473307,6667,93198,1,0
u14541402,262609,480,3644,1,0
u2176785522,3253,36,7,0,0
u17653553,57081,3722,20620,1,0
u2863324024,73940,784,8637,1,0
u12416352,23734,1544,14255,1,0
u365495044,147882,4033,43555,0,0
u47539748,241128,1791,17130,1,0
u15208246,713856,298,16285,1,0
u7395252,199036,20248,82477,1,0
u20339060,108642,2038,10915,0,1
u27994823,28893,1092,5254,1,0
u143465529,18659,936,3384,0,0
u3070985713,17549,512,1448,0,0
u729502741882544129,26708,3933,9513,1,0
u1032885581049524226,8382,363,2463,0,1
u41881775,628,1147,2721,0,0
u238746075,43780,421,815,1,0
u25206461,185734,1650,1689,1,0
u54852892,9224,88,661,0,0
u13294,57607,594,10717,1,0
u5732432,19223,4190,4076,0,0
u1022909689523302401,1117,14,262,0,0
u3252716627,4839,30,2590,0,0
u1110646170966261764,3882,283,697,0,0
u414934360,4648,596,7423,0,0
u259028293,31495,2195,7885,0,0
u14230772,181942,1257,17621,1,0
u3076212136,47103,1228,15852,1,0
u1150205216232357888,25477,925,3134,0,0
u23698119,73154,4623,17023,1,0
u33902093,15985,1253,9598,0,0
u3937914677,87269,66478,115223,0,0
u340129566,987,1650,6719,0,0
u1289918254580989953,693,4981,450,0,0
u213324721,1608,2615,2527,0,0
u314005753,20245,3232,25146,1,0
u286649628,27074,27593,119409,0,0
u38231370,66641,22305,166686,0,0
u353737617,67250,1645,11672,1,0
u19494411,32245,605,3805,1,0
u104286459,52558,977,5479,1,0
u43976252,71337,448,9663,0,1
u15307727,208441,1874,12337,1,0
u185808487,234161,1500,8371,0,0
u80589255,60304,30,53993,0,0
u23484039,360898,140,8806,1,0
u28172926,323054,100,51261,1,0
u8761432,62694,56,10591,0,0
u216809385,14778,1109,17043,0,0
u2616900355,10049,264,5519,0,0
u84512601,61213,155,8888,1,0
u933973531968397312,124180,504,1658,1,0
u19908394,7845,432,1431,0,0
u4435227552,45104,348,10758,1,0
u145788667,2594,2226,5598,0,0
u14642331,235354,733,39734,1,0
u4185877812,785047,13,242,1,0
u722236965916020736,8823,144,3,0,0
u14863500,55994,1666,22507,0,0
u14074967,60549,491,1811,0,0
u14710129,163525,1380,7513,1,0
u15249166,116653,153,13406,1,0
u14378113,449027,2012,17136,1,0
u108937649,72030,1065,57898,1,0
u42607069,78352,876,28880,0,0
u200514238,402935,274,2451,1,0
u208105973,27059,429,15742,0,0
u2398137084,664264,620,7995,1,0
u1109930640563154954,13298,389,405,0,0
u798698426259148800,27867,636,4618,1,0
u478230970,12120,1530,2345,1,0
u15651700,564336,3429,74294,1,0
u3745781,241839,383,4597,1,0
u1081,351583,19924,87770,1,0
u15859039,226177,32415,50211,0,0
u3283901,244357,10454,25874,0,0
u15323979,63593,747,1042,1,0
u10716662,19008,356,7273,0,0
u16870421,138117,1347,16618,1,0
u171515161,46982,2814,17817,0,0
u42954206,46186,2782,79866,1,0
u16067064,28555,19504,24948,0,0
u76699391,34083,2220,36757,0,0
u86107125,36094,975,40170,1,0
u143882311,285737,0,27381,0,0
u155686316,24434,584,246,0,0
u943389062,26761,2487,15323,1,0
u834544321,26354,1472,8261,0,0
u459729848,20505,108,56436,0,0
u932271127648489473,111012,419,20406,1,0
u44322763,77131,747,1247,1,0
u358545917,816814,3166,166875,1,0
u449588356,653469,578,34702,1,0
u16708728,171345,1,93,1,0
u5988062,26167749,138,291313,1,0
u84351228,348567,675,1070,1,0
u22239898,137638,2940,25602,1,0
u23751864,86361,223,7594,1,0
u17057271,4314050,1347,33164,1,0
u15057943,5296980,3358,14803,1,0
u20802277,1094930,475,20029,1,0
u16186995,1000496,1201,25685,1,0
u21982720,2817585,2773,46886,1,0
u4641021,1512870,2691,68876,1,0
u13,2656364,1600,9845,1,0
u43895728,14379,1214,3150,0,0
u31267919,31329,258,874,0,0
u17104103,1579,2410,5776,0,0
u49793,167950,1164,26056,1,0
u197987694,136700,1835,12890,1,0
u9961332,12973,2032,23945,0,0
u7905122,2447848,21445,35617,1,0
u2142731,2585082,464,45526,1,0
u5708292,7797,1709,4183,0,0
u972651,9452946,2728,454566,1,0
u10876852,1671029,325,223114,1,0
u3839,66761,3917,198876,1,0
u15630082,7374,1095,7249,0,0
u797835,26632,25136,86015,0,0
u149689194,29889,908,4163,1,0
u20825151,14725,5611,47928,0,0
u691353,130157,1155,10528,1,0
u10977192,293233,26,42223,1,0
u1104311,6950,56,42034,1,0
u19712106,84032,238,31544,1,0
u373416209,1179901,561,4821,1,0
u16884750,14702,1378,17797,0,0
u18058741,38955,1405,105978,1,0
u20308111,60519,2332,16113,1,0
u784609,18780,5174,52495,1,0
u238436945,43862,36699,155279,0,0
u106071399,28419,1258,24723,0,0
u388752038,12558,2674,322,0,0
u505623693,28750,222,3636,0,0
u24145340,29839,9359,14514,0,0
u4898091,7103210,890,307963,1,0
u120507196,42262,1175,26804,0,0
u806850055,44102,909,9125,1,0
u74720323,61885,1562,16317,1,0
u14420299,6962,920,34298,0,0
u10952962,23962,13378,36493,1,0
u37889873,87884,5325,7291,1,0
u123326795,44148,8193,21342,0,0
u304909941,716381,81,2409,1,0
u2344060088,170660,623,1789,1,0
u14862447,330355,1728,15061,1,0
u14414286,201009,1217,109057,1,0
u22790881,341211,1691,16265,1,0
u17445813,281552,44,25580,0,0
u18789893,216633,6313,22096,0,0
u11791512,108109,2056,38439,1,0
u13904152,319239,138,47706,1,0
u297856522,185758,7881,8995,1,0
u80024060,50346,266,6085,0,0
u199729835,18989,3073,7556,1,0
u28139873,380514,815,99148,0,0
u187460404,40209,1327,12230,1,0
u355472745,32084,1024,10830,0,0
u15317462,78305,4384,11417,1,0
u462775249,31643,1618,20630,0,0
u5502502,22308,10490,5805,0,0
u14706139,67365,3531,17549,1,0
u12044602,4927817,438,7547,1,0
u6426552,27642,7134,31950,1,0
u2885054619,125337,447,2736,0,0
u359403906,10978,1685,10061,0,0
u1380678557299531778,923,304,781,0,0
u4740980184,21674,1009,6054,0,0
u718080638696357888,2793,289,1215,0,0
u1111897658640207872,9461,1192,5032,0,0
u1369568765587947520,30092,558,5789,0,0
u106086334,53668,270,21435,0,0
u1370056180974903296,7430,2655,5799,0,0
u1229451731668434945,25584,531,745,0,0
u376388111,30581,148,669,0,0
u1016726051358232577,17520,476,874,0,0
u1530554472,32679,788,4476,0,0
u16744475,202619,18,12588,1,0
u835209520200699909,22153,705,8031,0,0
u14931736,8407,246,19416,0,0
u1072736540445556737,15350,998,4244,0,0
u956195192498946048,7802,843,2725,0,0
u348836014,2654,983,5767,0,0
u1202583817351028736,1477,151,211,0,0
u963767374175490054,135760,36,1282,1,0
u1318915504220897281,14818,83,29,0,0
u16942458,3806,575,11903,0,0
u751935834,1028,1018,682,0,0
u1573438136,36998,1010,7799,0,0
u881129541090988032,9088,260,117,0,0
u1281295123532267521,5777,179,3475,0,0
u397395406,5748,621,13804,0,0
u99369212,10628,534,2648,0,0
u19130153,31843,758,13372,0,0
u740941308,5878,1043,3327,0,0
u1248296926002532354,22760,36,1131,0,0
u9207742,5654,1358,3181,0,0
u141012439,2444,15,1420,0,0
u1047644343874465792,77796,300,6087,0,0
u770627555418337280,13133,1444,1084,0,0
u31269186,26825,858,18433,0,0
u1011246599434104832,14660,36,165,0,0
u1527695252,2843,557,228,0,0
u2612898242,8739,1613,1197,0,0
u2321975708,31932,927,1256,0,0
u92868550,2526,719,4526,0,0
u809479899543126016,23121,2130,8773,0,0
u2290203828,6616,430,965,0,0
u528546784,646,1035,1603,0,0
u1482354896,9610,343,695,0,0
u4276688601,2968,634,759,0,0
u2826327483,2122,204,398,0,0
u708915428454576128,231425,3514,46270,1,0
u6627032,26618,935,2445,0,0
u1025731725236817921,2725,27,769,0,0
u1001148460714905600,1138,103,592,0,0
u1211798212253601792,41811,90,2219,0,0
u242037033,99335,862,11001,0,1
u1195290852739780608,35633,28,21,0,0
u15719490,58533,874,58029,0,0
u18318304,40045,408,2964,0,0
u278683721,75481,604,811,0,0
u17538725,17246,1656,15599,0,0
u487977901,3603,311,1485,0,0
u195749381,2796,293,1813,0,0
u903824536931409920,18342,2394,27852,0,0
u28081047,4524,1673,5565,0,0
u1491907734,148906,681,752,0,0
u30442563,50717,30,51536,0,0
u517021184,154214,2874,18966,1,0
u2170849752,28846,1595,14792,0,0
u1155898067339501569,25099,29,6104,0,0
u19337091,7630,238,6368,0,0
u85828063,2888,931,2016,0,0
u808377172884738048,1906,197,2476,0,1
u370738932,10599,504,360,0,0
u195085010,82126,707,17200,0,0
u733322419851526145,3959,214,184,0,0
u1053539906629197824,66989,120,481,0,0
u2290148910,9960,111,4679,1,0
u15513840,20931,986,2169,0,0
u3331019494,40172,200,1295,0,0
u307315905,2663,293,2056,0,0
u1203383252,92412,259,1600,0,0
u1599870367,43457,56,1709,0,0
u278141481,68283,417,32828,0,0
u3309231103,21877,1109,4917,0,0
u999116676,7918,14,967,0,0
u26753143,25724,151,9336,0,0
u458603378,6845,1543,1381,0,0
u3312979923,16481,152,146,0,0
u716740167474802689,5271,196,197,0,0
u47774621,163024,587,1746,1,0
u905103504737492992,5209,85,329,0,0
u129175727,58677,1487,17484,0,0
u196376830,9309,1353,1830,0,0
u205548730,11824,627,2285,0,0
u778812266963578880,8396,517,1721,0,0
u270227275,9813,1708,4050,0,0
u20500028,30138,664,13756,0,0
u2614846460,10909,81,490,0,0
u3167734591,447080,134,6092,1,0
u767755917890842624,106633,1175,10650,0,0
u263165090,40347,4,13672,0,0
u1666038950,1754135,6241,6669,0,0
u410183452,4239,400,929,0,0
u15786955,38457,2223,26720,0,0
u16883840,2433,342,5783,0,0
u2796093552,7024,69,278,0,0
u284347056,28975,535,4471,0,0
u3314904071,34189,903,2790,0,0
u17728989,3821,1222,6108,0,0
u2735246778,268820,2643,59265,1,0
u815246,274951,1423,76757,1,0
u82378893,58313,702,26008,0,0
u10809702,19489,558,49717,0,0
u96770474,324359,1288,18626,1,0
u1347770436,5163,1269,1526,0,1
u492678204,48394,1461,13847,0,0
u2862241270,105396,84,2911,1,0
u48840589,10173,328,2931,0,0
u66939834,1572,523,7415,0,0
u38215107,53817,1374,5196,0,0
u69565745,822,229,2311,0,0
u43593,64985,7,10605,1,0
u15115047,2143,882,5585,0,0
u421923426,52772,2549,33266,1,0
u11267242,7709,2020,18454,0,0
u91121157,4567,5024,28194,0,0
u860327684,8938,253,3147,0,0
u185744472,11465,11578,13853,0,0
u164081884,496748,12141,26104,1,0
u21299042,8517,358,1225,0,0
u9980812,72685,348,18498,1,0
u564919357,442956,0,6566,0,1
u370641891,2996,439,3509,0,0
u24587852,11842,947,8611,0,0
u209203858,3388,465,10369,0,0
u67026664,140620,3202,39143,1,0
u57903424,244576,2393,4539,1,0
u34683534,2745,2043,22871,0,0
u61484160,3200,386,3890,0,0
u17207733,21870,1147,3844,0,0
u15531582,455853,1819,31129,1,0
u184792443,7250,77,7206,0,1
u20048140,19020,682,27128,0,0
u35432643,289166,1892,24627,1,0
u73339662,39240,210,7453,0,0
u1671811,238982,3373,26900,0,0
u42194388,1952,636,2508,0,0
u20733754,53861,542,33990,0,0
u14379986,685,350,3562,0,0
u125314761,3171,457,8538,0,0
u454340464,969219,108,79506,1,0
u113713261,354453,71,9305,1,0
u42614508,45692,447,5941,0,0
u275686563,2916953,179,204024,1,0
u21966989,152955,1155,4320,0,0
u14268775,29680,118,5059,0,0
u135035034,596,147,17423,0,0
u1250670505385963520,229,248,1058,0,1
u1300937436655226880,163,126,755,0,1
u53387327,726598,5317,12147,1,0
u301071223,387,223,14102,0,0
u297062299,373,273,2562,0,0
u1199129729779023874,43,102,195,0,1
u1118638132004630528,124,108,1986,0,0
u1137356290693455873,38,535,53,0,1
u91582771,4610,1015,50617,0,0
u110864516,650,450,21692,0,0
u1013598934281916416,157,139,535,0,0
u103607909,426,445,22389,0,0
u797613270379196417,407,114,3301,0,0
u258043056,432,363,14135,0,0
u975719776159961088,255,149,3924,0,0
u229334332,388536,1307,215420,1,0
u336145436,994512,1610,3169,0,0
u54045693,785334,45033,247075,1,0
u55660696,1464876,367,481514,1,0
u36958479,877076,3926,350456,1,0
u34639484,1471905,22983,346179,1,0
u20756169,630664,126,12722,1,0
u217332857,78155,107,16860,0,0
u352145373,5783127,502,105413,1,0
u554540678,404006,34908,17783,0,0
u2269158721,54,111,6,0,1
u201542788,389,100,12959,0,0
u151694596,386,399,6699,0,0
u346762718,169,0,1928,0,1
u1098956437,44,124,207,0,1
u1046606772,168,187,2995,0,0
u16548023,16853466,12,55942,1,0
u64604237,205161,212,52881,1,0
u239486297,115,132,2217,0,1
u28152549,26484,14071,30706,0,0
u97463227,36785,132,14635,0,0
u130651040,181,217,3368,0,1
u36204284,538,436,11180,0,0
u190418718,538,456,12391,0,0
u199864758,407,172,15853,0,0
u164867442,204,151,4836,0,1
u583062977,135,123,2636,0,0
u85689078,277,0,19891,0,0
u227100766,310,209,2445,0,0
u535427195,192,192,2607,0,1
u164904726,429,411,9625,0,0
u473628658,1016,1395,46,0,0
u147291921,951,177,41385,0,0
u403675226,135,134,283,0,1
u114744800,301,410,5654,0,0
u326622252,300828,6,20605,0,0
u108488345,1016568,56,1902,0,0
u27476141,1863607,163,3077,1,0
u284055423,71,0,957,0,1
u230011019,224,398,6823,0,0
u213363203,194,254,687,0,1
u94154786,161,166,5171,0,0
u43993871,454,284,12750,0,0
u285896079,58,129,471,0,0
u283043269,336,239,20935,0,0
u20940081,1590686,180,160,1,0
u41484043,3427,889,16694,0,1
u105328153,213,192,12067,0,0
u179746185,858,400,30415,0,0
u129280923,1681073,14,40455,0,0
u67657744,314,0,22821,0,0
u55129151,845,813,30148,0,0
u50576376,340,250,14355,0,0
u192272154,304,754,7930,0,0
u218594537,301,239,10853,0,0
u215802350,182,156,2910,0,0
u68230309,212,210,15043,0,0
u188495131,464,884,30340,0,0
u120497803,486,482,34934,0,0
u101905853,571,434,38994,0,0
u153220403,851,188,11660,0,0
u127079267,358,239,19936,0,0
u65519187,178,162,22617,0,0
u81924140,412,260,13205,0,0
u89836150,205,334,10993,0,0
u98743244,712,314,17596,0,0
u129382413,279,175,21979,0,0
u148579063,229,266,14849,0,0
u91431986,343,125,8214,0,0
u141438201,184,359,5632,0,0
u139551405,219,194,12727,0,1
u139738562,130,189,1924,0,0
u21425125,12328596,2093,35184,0,0
u138558319,18,122,99,0,1
u135641961,7,33,55,0,1
u63595150,430,471,23128,0,0
u101864623,135,219,5312,0,0
u119157116,208,498,8746,0,0
u66548027,510,507,22502,0,0
u69058172,130,145,16646,0,1
u81238012,370,260,30968,0,0
u52421722,473,443,10728,0,0
u86168510,359,375,22542,0,0
u129424983,245,1569,89,0,1
u74704083,818,339,26089,0,0
u55247673,562,87,28437,0,0
u86568213,469,402,7112,0,0
u85678972,799,278,36580,0,0
u44491331,435,230,21511,0,0
u55452790,345,243,13511,0,0
u21430900,3871,968,913,0,0
u1354423548220203008,7292,5043,460,0,0
u3233815033,72259,693,13541,0,0
u84705016,15537,1104,5620,1,0
u14204908,13249,921,3262,0,0
u21165566,31331,22501,22582,0,1
u1886108436,16054,11147,11167,0,0
u461230285,3386,1549,11803,0,0
u13860742,29256,7539,29259,1,0
u20758087,228960,2799,201708,1,0
u14687193,114526,915,231961,0,0
u21256413,34587,5125,11756,0,0
u91478624,17413588,5148,355947,1,0
u14499809,18840,20547,22709,0,0
u101421329,7810,5941,3477,1,0
u19599730,1641,1022,681,0,0
u2778630641,16063,1988,26114,1,0
u18226808,15979,2583,78914,0,0
u227149279,4495,1114,3827,1,0
u37302503,14580,13105,44318,1,0
u13158932,17516,3145,11964,1,0
u111666041,10677,5005,16511,1,0
u13112822,5270,1079,229,1,0
u18248647,60643,980,30010,1,0
u45668009,4698,980,7663,0,0
u26306519,747,237,1018,0,0
u16117029,95238,3536,5561,1,0
u900872366,67,71,70,0,1
u117443583,4276,998,9261,0,0
u2650426284,3632,44,64,0,0
u17529553,2610,384,1061,0,0
u3097377387,1887,164,55484,0,0
u33923,49820,1078,25140,0,0
u10178,19070,2556,59875,0,0
u299582083,22088,19319,58528,0,0
u33640905,36819,1115,25007,1,0
u2345577685,3415,1603,2453,0,0
u9337792,10576,4119,3140,0,0
u17633994,9488,1283,7168,1,0
u7902312,12218,314,4558,1,0
u2848359778,10528,881,1113,0,0
u3240985277,72175,903,6500,1,0
u4563,3727,319,3829,0,0
u96187052,4893,363,1097,0,0
u101671138,2492,777,1173,0,0
u404141514,98,106,98,0,1
u168306200,285,386,693,0,1
u125497424,1080,392,1052,0,1
u5044911,2851,931,21851,0,0
u5895082,6397,619,1221,1,0
u327262257,3444,2109,16903,0,0
u31161226,31103,10511,21414,1,0
u30893470,21593,125,9452,1,0
u811377,1026617,560,78470,1,0
u111092283,112406,836,37840,1,0
u10668202,321108,2349,24483,1,0
u3846278679,86,97,78,0,1
u23357070,6625,3121,15869,0,0
u20156547,6295,699,9269,0,0
u38023635,2566,352,771,0,0
u2956930000,68028,7,992,1,0
u3350859927,667,727,946,0,1
u2810210762,3862,1783,6186,1,0
u10555552,14875,2188,4973,0,0
u16435408,10643,982,5185,1,0
u52758395,427590,13530,21232,1,0
u2252524171,4946,249,1208,1,0
u1961921226,2726,4643,6385,0,0
u3220058373,572,43,349,0,1
u51040617,1175563,2301,47077,1,0
u35056570,14293,141,3929,0,0
u15085196,54620,836,113,1,0
u14559211,10265,669,12346,1,0
u25340720,251,416,74,0,0
u799645,8002,4176,16661,0,0
u2840021997,1182,982,4384,0,0
u81783051,1789297,2845,34208,1,0
u512022119,12998,1363,999,1,0
u354103,41045,28751,148294,1,0
u156727411,12092,3310,10037,1,0
u15131310,4211033,481563,262407,1,0
u1330457336,13300918,38,1236,1,0
u14270852,3361,3020,5712,0,1
u86390214,600497,759,20873,1,0
u2313672253,127,19,101,0,0
u14328850,9090,2131,10423,1,0
u63787812,60661,3258,19409,1,0
u12831202,26048,146,6382,1,0
u259223040,570,2239,4931,0,0
u36163152,12950,166,21256,1,0
u19653892,145059,799,28642,1,0
u89690502,95477,3986,14467,1,0
u41582924,195279,34,642444,1,0
u40297195,1019687,2284,18599,1,0
u83634607,95829,9436,36458,0,0
u17051045,19612,7597,34889,1,0
u249090055,1014915,3,3452,1,0
u24884768,275611,498,8702,1,0
u15991258,173498,2195,24696,1,0
u5120691,4082407,564,168806,1,0
u13837292,410580,16936,14069,1,0
u19795404,220913,2048,24643,1,0
u168826960,203572,60,9553,1,0
u30018058,842608,947,11813,1,0
u50687788,897967,1129,137829,1,0
u18462539,331771,2818,20569,1,0
u18462157,618606,1460,38615,1,0
u28535982,725560,2016,22974,1,0
u336192549,588,2842,1703,0,0
u56377143,2301312,62009,1128803,1,0
u20823928,536817,2979,257213,1,0
u18332190,1379564,96843,1344056,1,0
u3948041,650283,4264,324538,1,0
u27771243,3678,4013,5385,0,0
u14219877,868485,17644,53986,1,0
u16407837,7171,2014,5551,0,0
u1035491,104338,14747,98352,1,0
u1630973040,990,1816,3265,0,0
u50273339,436,389,15090,0,0
u34395888,2295528,329,6156,1,0
u551909577,580,299,571,0,0
u302148163,63525,1612,15250,1,0
u17636894,198932,171,22784,1,0
u14434070,287177,163,36577,1,0
u1545994664,2316169,82,37940,1,0
u302053278,36127,2487,12546,1,0
u819791,334694,1163,17502,1,0
u31176167,222824,361,97685,1,0
u17674486,835142,575,33074,1,0
u75079616,161881,373,79595,1,0
u182171680,7501,1165,5122,1,0
u31957731,288123,4174,12622,1,0
u621523,2022265,144,131416,1,0
u16709304,47161,1026,12206,0,0
u16469809,90151,3192,23848,1,0
u267280117,21669,2770,27147,1,0
u113696377,31895,3876,20901,0,0
u1318301,42773,2333,50910,0,0
u31585636,13342,603,9518,1,0
u1694140094,2526,818,982,0,0
u14472428,3157,1055,4596,1,0
u571202103,2238801,396,48412,1,0
u14485018,112423,4074,52009,1,0
u2347049341,1032248,145,141673,1,0
u22642788,438089,94,93489,1,0
u15022664,2444,1019,1548,0,0
u2329066872,867011,368,56000,1,0
u19614216,6377,2757,20457,0,0
u15706176,24107,3711,54476,0,0
u14513488,13905,999,80186,1,0
u236548159,53184,4697,24195,1,0
u93017945,313560,1053,15371,1,0
u16017159,18909,695,68337,0,0
u785451194,6651,3286,10166,0,0
u40974333,34874,1122,14592,1,0
u14572884,26825,1344,28769,1,0
u158042019,3977,983,6379,0,0
u244187775,9350,830,2139,1,0
u7272252,17695,3261,26081,0,0
u12193342,58962,11079,144755,1,0
u113357570,30568,651,7361,0,0
u416646214,15351,398,93298,0,0
u364189873,3332,1845,3047,0,0
u14692117,155988,855,20181,1,0
u879521,77355,2619,5922,1,0
u557996892,32136,748,14495,1,0
u21518612,61285,743,4408,1,0
u10791192,558345,129,13013,1,0
u25928253,3118417,412,68105,1,0
u280716675,204055,850,70355,1,0
u18637730,188951,915,31054,1,0
u27941766,24905,1276,240,1,0
u16892481,136169,2227,22847,1,0
u403623313,3280,82,2,0,1
u783705,148294,924,69445,1,0
u24727891,2128293,150753,46106,1,0
u219215426,3276,447,8448,1,0
u18816166,157534,2593,33,1,0
u19407053,3562999,1468,177318,1,0
u14133970,244715,468,17600,1,0
u810424,951321,814,131514,1,0
u14677919,9003178,400,132927,1,0
u14516920,283126,798,38390,1,0
u20685061,310813,1890,12529,1,0
u21873957,27907,2485,8408,1,0
u11928542,2211596,65,102660,1,0
u14526865,57874,178,30726,1,0
u13014082,112556,1312,18833,1,0
u2890961,2818702,150,157987,1,0
u17896874,240913,1211,86609,0,0
u1114932710,11408,168,8854,1,0
u45556680,15932,2667,39456,1,0
u3459051,1900099,4116,74197,1,0
u108721917,6977,1936,6682,1,0
u515766653,78185,575,59029,1,0
u13201312,3943599,3025,555056,1,0
u23815359,397526,1014,15403,1,0
u15162193,705277,51738,288741,1,0
u5959342,74139,1400,247518,1,0
u19103481,1073899,58,30491,1,0
u11900,43865,177,7906,0,0
u57016932,2027716,333,4894,1,0
u17781506,24556,688,2994,0,0
u18735441,5185,520,497,1,0
u138475538,77314,16405,34516,0,0
u657863,1611312,578,12860,1,0
u5829982,4837,883,11662,0,0
u3819701,464743,204,333844,1,0
u112236047,1085281,102,30176,1,0
u7610002,3422,490,4,0,0
u15010370,1804990,180012,32677,1,0
u132970182,43164,475,28038,0,0
u7614292,657268,2150,18112,1,0
u54290504,325751,2532,21186,0,0
u9917552,60624,481,22270,0,0
u1157784678,385594,14,30890,1,0
u267399199,446962,12999,84607,1,0
u16878633,7227,2409,4131,1,0
u171622913,33218,806,18225,1,0
u98795912,23699,2053,24505,1,0
u234264720,426829,63,18874,1,0
u711303,80923,11925,39168,1,0
u10032112,307951,8922,11957,1,0
u19374728,133286,17714,28639,1,0
u168264219,210874,9,170626,1,0
u91144162,10856,1058,2671,0,0
u24421464,65788,7139,20486,1,0
u76133,98899,9782,52,1,0
u14357895,182875,539,3276,1,0
u82243,55632,2370,33368,1,0
u11435642,174345,4206,169571,1,0
u24726273,7896,1540,7065,0,0
u30205586,677456,26459,131441,1,0
u141341662,1079250,18,946385,1,0
u63796828,3767886,396666,1380,1,0
u19621110,838310,1361,47924,1,0
u785691,16065,2258,18106,1,0
u16275037,23516,846,324,1,0
u56510427,239453,126,91804,1,0
u11489,277819,3523,47763,1,0
u13049362,2561055,773,370838,1,0
u90368802,257822,200,13319,1,0
u23585763,385250,6951,58664,1,0
u26276396,49824,289,20027,1,0
u65671583,41869,3846,14644,1,0
u469617682,34332,1938,8859,1,0
u11522502,2388427,27571,33665,1,0
u17307429,715253,1698,82155,1,0
u14289603,332522,2482,42774,0,0
u856813550,4609,336,5643,0,0
u14634720,353023,7646,57165,1,0
u16661296,1363441,1007,63660,1,0
u331803536,246460,839,113106,1,0
u12101862,732478,12,133794,0,0
u86369703,31173,48,12545,1,0
u22306885,991,959,5293,0,0
u54502344,3801501,673,87679,1,0
u17023762,177194,3026,35661,1,0
u227021376,68606,359,4251,0,0
u17455292,41210,2613,14427,0,0
u11399812,53542,2159,8763,1,0
u308988200,59688,1654,15209,1,0
u20640328,187323,414,87365,1,0
u15676492,1373987,9,43465,1,0
u25402789,52172,1603,30219,1,0
u31444922,1409220,532,458366,1,0
u24799500,1276994,2745,93468,0,0
u19385576,42743,455,9238,0,0
u22021097,147838,641,12040,1,0
u16365983,69286,7229,13131,1,0
u14117843,4806681,18543,187439,1,0
u1000262514,721181,0,509,0,1
u17446304,209053,2307,12531,1,0
u77527412,82786,146,62206,1,0
u16817799,33778,13585,108956,1,0
u14954548,102266,1014,7453,1,0
u19752773,108956,19487,2777,1,0
u182485289,1196,255,12480,0,0
u59364063,2961,674,2547,0,0
u15866188,115754,2791,32268,1,0
u7224702,33909,1024,8248,1,0
u36458541,75214,793,11285,0,0
u342772500,227122,121,13693,1,0
u15996830,198332,1513,21483,1,0
u15536454,327606,3630,27154,1,0
u237548529,867409,751,7366,1,0
u17193794,1154803,2498,49450,1,0
u17400407,66520,42479,116725,0,0
u15446126,2175826,1354,84784,0,0
u45564482,1804286,984,204529,1,0
u27650674,2096356,9326,30456,1,0
u54645160,243699,389,7136,1,0
u114849308,7575,726,4135,1,0
u15922651,11850,2605,19873,1,0
u150723226,33645,725,12659,0,0
u260741931,350174,627,11943,1,0
u23462787,366542,5363,9471,1,0
u8653412,204644,21713,16945,1,0
u166801505,5808,1342,2392,0,0
u14445325,19790,1072,2981,0,0
u31159284,65084,817,36556,1,0
u50883209,1815769,70,72469,1,0
u92366022,50905,2022,16393,1,0
u34732474,325131,5488,29934,1,0
u8223872,1973782,2919,55594,1,0
u3080761,512436,1437,32357,1,0
u4310571,17378,890,3976,1,0
u11512342,521202,2844,9927,1,0
u15987295,670748,7780,41162,1,0
u573,15665,2343,21681,0,0
u249842778,31581,409,13212,1,0
u295325513,869631,1038,68997,1,0
u18084100,562658,998,18749,1,0
u3825931,13458,630,19515,1,0
u33933259,9020619,754,52913,1,0
u42712551,854728,18204,70370,1,0
u23482357,1194599,27275,22308,1,0
u18139619,3072822,38180,72478,1,0
u138845026,97455,1162,14748,1,0
u20457806,245926,2453,15510,1,0
u33645850,788426,285,51263,1,0
u415859364,8944729,119,37516,1,0
u17475575,1217167,83,61127,1,0
u203144854,745750,681,23616,1,0
u50671851,135381,24,15399,1,0
u34356968,743093,28798,46975,1,0
u89084561,2153299,2608,95201,1,0
u183201869,382343,67,9253,1,0
u186439704,633123,803,17638,1,0
u107122128,622193,192,7195,1,0
u56505125,6845753,105,143068,1,0
